,Total Logins,Tickets Raised,Customer Tenuer Year,Sentiment Score,Onboarding Year,Loans Accessed,Loans Taken,Monthly Avg Balance,Churned
2593,13.0,1.0,14,0.412207074,2011,0,3,48000.37638,0
2594,20.0,0.0,7,0.475047878,2018,2,4,50678.92555,0
2595,10.0,3.0,5,-0.00122692,2020,0,1,66767.50813,0
2596,27.0,1.0,14,1.093414684,2011,0,2,22890.0078,0
2597,18.0,2.0,7,0.993228667,2018,2,2,48131.763028208115,0
2598,10.0,2.0,7,0.034201614,2018,1,2,35485.41425,1
2599,22.0,0.0,6,0.853621392,2019,3,2,52460.92614,0
2600,20.0,0.0,8,-0.250994652,2017,1,0,89765.22191,0
2601,21.0,1.0,8,-0.011444575,2017,1,2,52262.16534,0
2602,20.0,0.0,4,1.012039092,2021,0,1,61233.3047,0
2603,20.0,1.0,8,0.075919161,2017,2,1,39875.0434,0
2604,12.0,4.0,6,0.238620795,2019,3,3,39858.81901,1
2605,18.400753212228622,2.0,5,0.596607146,2020,1,1,56108.47291,0
2606,13.0,5.0,8,0.155021243,2017,4,3,53447.9992,1
2607,16.0,2.0,7,0.598293413,2018,2,0,71822.66376,0
2608,25.0,6.0,8,0.223839066,2017,3,0,62289.10366,0
2609,19.0,1.0,6,0.354428318,2019,1,1,49439.38895,0
2610,19.0,5.0,4,0.86961748,2021,0,2,54785.98306,0
2611,18.0,5.0,11,0.153821379,2014,1,2,86811.04046,0
2612,21.0,2.0,14,0.45723146,2011,1,1,56990.18579,0
2613,14.0,5.0,13,0.260806415,2012,0,0,34036.07388,1
2614,17.400753212228622,0.0,14,0.667894576,2011,1,1,38728.74187,0
2615,18.0,1.0,10,0.435603594,2015,0,2,62212.09698,0
2616,22.0,1.0,7,0.378413585,2018,2,1,63925.47858,0
2617,14.0,5.0,9,0.871753575,2016,0,2,66503.72928,0
2618,19.0,3.0,10,0.551757046,2015,0,2,11118.75097,1
2619,17.0,2.0,9,1.010917455,2016,0,2,46430.50938,0
2620,23.0,2.0,7,0.186942025,2018,2,1,62171.90751,0
2621,23.0,0.0,7,0.021600413,2018,1,0,40339.80103,0
2622,14.0,3.0,10,0.195701527,2015,0,2,69066.11873,0
2623,22.0,0.0,6,0.983169378,2019,0,0,787.0362401,0
2624,20.0,3.0,13,0.539603892,2012,0,1,65383.52477,0
2625,16.400753212228622,2.0,7,0.180682574,2018,0,1,37730.24938,0
2626,18.0,1.0,12,-0.075031779,2013,0,2,35461.76921,0
2627,10.0,3.0,14,0.369480509,2011,5,2,8919.419458,1
2628,13.0,3.0,10,0.265708212,2015,0,2,34544.29231,1
2629,21.0,4.0,8,0.422187201,2017,0,2,48131.763028208115,0
2630,12.0,1.0,12,0.336614802,2013,0,1,52625.20608,1
2631,21.400753212228622,0.0,10,0.445734166,2015,4,1,52448.39155,0
2632,6.0,4.0,12,-0.055403189,2013,3,2,27239.7456,1
2633,20.0,4.0,11,0.985030459,2014,0,4,47235.54126,0
2634,19.0,1.0,4,0.192989991,2021,5,4,47876.51362,1
2635,17.0,2.0,11,0.603533501,2014,4,2,47326.00951,1
2636,16.0,6.0,9,0.473468287,2016,1,1,57977.79689,0
2637,11.0,3.0,12,-0.366671529,2013,2,1,28535.58259,1
2638,14.0,1.0,11,0.548503354,2014,0,0,43804.02637,0
2639,25.0,3.0,9,0.555875731,2016,3,1,36861.77685,0
2640,15.0,1.0,7,1.162580383,2018,1,2,26992.88768,0
2641,23.0,1.0,11,0.602496113,2014,3,2,74196.06442,0
2642,18.0,2.0,7,0.230662017,2018,1,1,37978.73219,0
2643,10.0,8.0,6,0.092710707,2019,3,3,28897.1829,1
2644,16.0,1.0,7,0.840241379,2018,0,2,56298.75677,0
2645,19.0,2.0,5,0.983999366,2020,2,0,63081.0688,0
2646,11.0,3.0,12,0.237008762,2013,0,2,57215.61482,1
2647,13.0,3.0,8,0.501621426,2017,2,0,50382.712,1
2648,11.0,5.0,13,0.233697709,2012,1,3,36006.70419,1
2649,21.0,3.0,10,0.423136821,2015,0,0,63682.07955,0
2650,15.0,3.0,12,0.127437166,2013,1,4,27427.69167,1
2651,17.0,0.0,9,0.223912143,2016,0,2,26135.79862,0
2652,20.0,2.0,12,0.650781072,2013,2,0,48131.763028208115,0
2653,22.400753212228622,0.0,13,0.324864405,2012,1,2,47529.40895,0
2654,16.0,2.0,5,0.675471675,2020,1,1,38985.0444,0
2655,21.0,3.0,9,0.30803669,2016,0,1,48147.99399,0
2656,27.0,0.0,6,0.25251719,2019,0,1,55288.56227,0
2657,25.0,2.0,9,0.133128906,2016,1,0,54053.02718,0
2658,18.0,0.0,4,0.848894932,2021,1,1,42286.57999,0
2659,21.0,3.0,6,0.585540314,2019,0,0,47151.44286,0
2660,16.0,0.0,11,0.667840868,2014,0,2,68863.30198,0
2661,20.0,5.0,9,1.053563144,2016,3,2,49728.21292,0
2662,27.0,2.0,12,0.483194104,2013,0,1,53448.85797,0
2663,20.0,2.0,5,0.515420062,2020,0,0,40043.29998,0
2664,20.0,2.0,10,0.446475304,2015,2,1,52947.56948,0
2665,20.0,3.0,14,0.434414104,2011,1,0,51314.01436,0
2666,25.0,5.0,12,0.657252387,2013,0,0,64074.37617,0
2667,21.0,2.0,11,0.705779828,2014,5,1,18747.63142,0
2668,22.0,7.0,5,0.724658581,2020,2,1,70115.26822,0
2669,19.0,5.0,11,0.2839365,2014,3,0,60938.19605,1
2670,20.0,1.0,7,0.886307905,2018,2,0,55514.18893,0
2671,16.0,0.0,9,0.230574036,2016,1,2,43477.36832,0
2672,19.0,2.0,7,0.744367977,2018,0,1,55522.16555,0
2673,23.400753212228622,2.0,5,0.505014404,2020,1,0,37073.70016,0
2674,23.0,0.0,7,0.238311854,2018,3,1,59918.23581,0
2675,19.0,1.0,8,0.43017684,2017,2,2,12381.60601,0
2676,14.0,3.0,4,0.527425866,2021,0,0,32088.45864,0
2677,18.0,2.0,4,0.578591293,2021,1,1,43500.83878,0
2678,19.0,3.0,10,1.070588844,2015,3,0,57600.98619,0
2679,13.0,4.0,6,0.375995615,2019,2,2,51060.46661,1
2680,14.0,1.0,12,-0.470027941,2013,4,3,44622.78857,1
2681,27.0,1.0,10,0.453919977,2015,0,0,51012.59159,0
2682,24.0,0.0,11,0.797273859,2014,2,0,37231.55201,0
2683,21.0,3.0,10,0.709357067,2015,1,1,48131.763028208115,0
2684,15.0,2.0,4,0.203643309,2021,3,2,63090.88365,0
2685,15.0,2.0,12,-0.31013588,2013,2,2,50918.88971,0
2686,18.0,2.0,14,0.314201195,2011,1,4,34338.20221,1
2687,12.0,4.0,8,0.408703221,2017,2,1,51685.70614,1
2688,21.0,1.0,9,0.398484757,2016,3,1,71561.74503,0
2689,27.0,2.0,13,0.626275582,2012,0,1,57932.64791,0
2690,18.0,1.0,14,0.388028488,2011,3,1,35047.12048,0
2691,18.0,2.0,13,0.930134191,2012,0,0,64194.00907,0
2692,17.0,0.0,5,0.943381003,2020,3,2,30203.88329,0
2693,22.0,1.0,13,0.082785872,2012,2,0,54033.39654,0
2694,21.400753212228622,1.0,9,0.700292448,2016,1,0,48131.763028208115,0
2695,17.0,2.0,5,0.537891647,2020,1,0,70430.19266,0
2696,14.400753212228622,0.0,6,0.046809848,2019,0,3,48131.763028208115,1
2697,22.0,1.0,13,0.355611234,2012,0,2,44457.60234,0
2698,17.0,2.0,14,-0.066308961,2011,1,1,48420.33019,0
2699,22.0,1.0,9,0.408726051,2016,1,0,60714.40912,0
2700,21.0,2.0,4,0.653990124,2021,1,2,42308.47812,0
2701,20.0,1.0,14,0.654252214,2011,1,2,55826.28556,0
2702,15.0,4.0,8,-0.226445062,2017,1,0,13537.99031,1
2703,21.0,4.0,4,0.726531207,2021,2,0,63256.17637,0
2704,17.0,2.0,4,0.317915231,2021,3,3,50133.77286,1
2705,18.0,1.0,6,0.716428021,2019,0,0,44921.78511,0
2706,29.0,1.0,11,0.574099694,2014,3,1,67021.13227,0
2707,22.0,2.0,11,0.844872512,2014,3,0,50692.69834,0
2708,18.0,4.0,10,0.473004397,2015,1,1,36680.78749,0
2709,15.0,0.0,11,0.150305688,2014,0,0,38776.50862,0
2710,22.0,2.0,7,0.580512319,2018,0,0,68513.46521,0
2711,12.0,4.0,10,0.535504763,2015,0,1,39361.76688,1
2712,9.0,3.0,13,0.310080781,2012,2,1,47410.38407,1
2713,16.0,3.0,12,0.622724272,2013,3,3,31982.86993,1
2714,15.0,2.0,11,0.730504125,2014,1,3,34467.53069,0
2715,19.0,1.0,7,0.499094314,2018,1,1,71421.12826,0
2716,16.0,2.0,6,0.629708155,2019,2,3,60234.75037,0
2717,16.0,1.0,6,0.130289177,2019,1,3,60112.80184,0
2718,20.0,4.0,5,0.730911526,2020,1,1,44625.00127,0
2719,21.0,1.0,11,0.324676297,2014,2,1,76833.21038,0
2720,18.0,2.0,8,0.626589884,2017,0,2,26641.99739,0
2721,18.400753212228622,5.0,8,-0.087042782,2017,2,2,44883.52681,1
2722,19.0,1.0,11,0.43038462,2014,3,0,46711.46379,0
2723,15.0,1.0,9,0.666994232,2016,1,1,49947.34099,0
2724,23.0,4.0,13,0.528525841,2012,2,0,47627.21763,0
2725,21.0,5.0,6,0.119372883,2019,4,4,16260.84109,1
2726,19.0,0.0,13,0.760733518,2012,1,0,37853.36357,0
2727,17.0,1.0,13,0.901930863,2012,0,3,74887.66809,0
2728,11.0,2.0,12,-0.125614999,2013,2,3,26801.16476,1
2729,16.400753212228622,0.0,9,0.413742247,2016,1,1,43865.9825,1
2730,25.0,0.0,13,0.479443319,2012,0,1,39950.13092,0
2731,15.0,1.0,5,0.533131953,2020,0,1,46555.33515,0
2732,21.0,2.0,13,0.762833138,2012,2,1,48131.763028208115,0
2733,28.0,2.0,4,0.178523166,2021,1,2,27995.4389,0
2734,25.0,2.0,9,0.633774662,2016,0,3,66309.23645,0
2735,15.0,3.0,12,0.405747161,2013,3,3,68663.70087,1
2736,24.0,1.0,11,0.193680394,2014,0,4,62655.67276,0
2737,21.0,3.0,5,0.374665323,2020,0,0,34240.83742,0
2738,16.0,3.0,6,0.434569886,2019,0,0,76063.84972,0
2739,17.0,3.0,9,1.043126729,2016,0,3,80398.628,0
2740,34.0,0.0,10,0.716768358,2015,1,0,45046.52191,0
2741,15.0,2.0,7,0.229158828,2018,1,1,59224.84602,0
2742,15.0,2.0,7,0.458813795,2018,0,0,72301.90233,0
2743,17.0,1.0,12,0.538767478,2013,1,1,67689.40982,0
2744,13.0,2.0,11,0.41579537,2014,1,1,52697.74904,0
2745,19.0,3.0,4,0.705062042,2021,0,1,60027.37402,0
2746,18.0,1.0,9,0.087303501,2016,4,0,31111.9981,1
2747,16.400753212228622,1.0,11,-0.005898052,2014,0,1,43314.08299,0
2748,12.0,1.0,6,0.69617131,2019,4,0,44699.83279,0
2749,15.0,1.0,9,0.440375359,2016,2,1,80206.01317,0
2750,17.0,2.0,11,0.715699245,2014,0,2,45735.94072,0
2751,19.0,1.0,14,0.470955625,2011,2,0,45663.7347,0
2752,13.0,2.0,5,0.16507324,2020,2,1,33437.22007,1
2753,18.0,2.0,12,0.371676161,2013,3,2,37547.58616,0
2754,18.0,2.0,13,1.226964731,2012,3,1,62188.39882,0
2755,17.0,2.0,4,0.358224526,2021,1,0,31766.31324,0
2756,14.0,2.0,6,-0.133703904,2019,3,1,17901.73813,1
2757,18.0,4.0,5,0.558723943,2020,0,0,35750.10608,0
2758,16.0,1.0,8,0.426402551,2017,0,2,51556.91507,0
2759,13.0,3.0,6,0.168291027,2019,1,1,48895.59813,0
2760,26.0,3.0,12,0.411691611,2013,0,0,26625.57419,0
2761,19.0,2.0,11,-0.081515585,2014,0,1,29976.80932,1
2762,26.0,2.0,5,0.728884393,2020,2,2,45544.67464,0
2763,15.400753212228622,2.0,10,0.842654651,2015,3,1,46917.11325,0
2764,10.0,3.0,7,0.596985535,2018,2,3,37311.53271,1
2765,15.0,1.0,9,0.536981633,2016,1,4,52973.64716,1
2766,14.0,1.0,7,0.296239628,2018,2,3,33394.12689,1
2767,24.0,1.0,12,0.140474726,2013,0,1,56057.16866,0
2768,21.0,3.0,10,0.623269419,2015,1,0,26802.15719,0
2769,19.0,3.0,5,0.229688577,2020,3,3,52274.98558,0
2770,11.0,6.0,12,0.188484186,2013,2,2,66697.40272,0
2771,23.0,2.0,12,0.700474419,2013,0,0,23595.68523,0
2772,17.0,2.0,8,0.584288343,2017,1,1,51041.85494,0
2773,25.0,5.0,11,0.48020031,2014,0,2,37779.1463,0
2774,26.0,6.0,9,0.609974041,2016,2,1,51074.97207,0
2775,26.0,2.0,14,0.670515245,2011,0,2,31983.14306,0
2776,15.0,2.0,8,0.472081189,2017,2,1,28255.54073,0
2777,14.0,2.0,5,0.162466079,2020,1,1,30946.85567,1
2778,21.0,1.0,4,0.512860085,2021,0,0,38826.74407,0
2779,25.0,1.0,5,0.737914248,2020,0,0,26710.20648,0
2780,16.0,3.0,5,1.037844269,2020,0,1,68141.89205,0
2781,16.0,4.0,9,0.919856606,2016,3,1,40597.11969,0
2782,13.0,4.0,9,0.300972337,2016,2,1,65903.35881,0
2783,17.0,1.0,11,0.853002952,2014,1,1,32591.40309,0
2784,26.0,3.0,13,0.169159724,2012,1,1,64682.73462,0
2785,23.0,1.0,7,0.562084029,2018,1,2,39938.57505,0
2786,17.0,1.0,7,0.567984673,2018,2,3,79228.11573,0
2787,18.0,2.0,11,0.205085953,2014,1,0,52630.17118,0
2788,16.0,4.0,13,-0.056601356,2012,2,1,57598.33395,1
2789,19.0,2.0,8,0.857418767,2017,2,0,32634.18886,1
2790,24.0,4.0,8,0.025319744,2017,0,1,31751.49212,0
2791,17.0,0.0,10,0.601043622,2015,0,1,40147.40888,0
2792,23.0,0.0,11,0.358414755,2014,1,2,43448.32985,0
2793,19.0,4.0,5,-0.023868443,2020,3,2,32137.17212,1
2794,16.0,3.0,7,0.677521812,2018,3,1,53331.56833,0
2795,26.0,3.0,6,0.82906173,2019,1,1,50283.59999,0
2796,20.0,3.0,10,0.350095954,2015,4,2,48131.763028208115,1
2797,23.0,1.0,13,0.494335695,2012,1,0,53683.60879,0
2798,18.0,1.0,12,-0.089077439,2013,1,1,20731.6184,1
2799,24.0,5.0,14,0.324201808,2011,2,2,37988.05312,0
2800,11.0,3.0,10,1.058295963,2015,1,1,36629.1488,0
2801,18.400753212228622,1.0,5,0.394812228,2020,1,3,24333.58509,1
2802,16.0,2.0,6,0.557543638,2019,3,0,56401.434,1
2803,23.0,1.0,8,0.907288396,2017,2,0,65311.80404,0
2804,26.0,2.0,7,0.026547382,2018,3,1,56211.88048,0
2805,18.0,4.0,10,0.5048246,2015,4,3,50069.55974,0
2806,18.400753212228622,3.0,11,0.654595276,2014,2,0,80985.39485,0
2807,22.0,0.0,9,1.160706995,2016,0,2,46366.03234,0
2808,19.0,2.0,10,0.710061543,2015,1,2,23731.04483,0
2809,12.0,2.0,4,0.842885581,2021,0,4,47837.30469,0
2810,20.0,0.0,7,0.71055784,2018,1,0,50344.24353,0
2811,25.0,2.0,4,0.179077468,2021,0,0,72193.23525,0
2812,28.0,4.0,14,0.661032473,2011,3,1,48131.763028208115,0
2813,16.0,2.0,6,0.169219773,2019,2,4,37553.03723,1
2814,23.0,0.0,10,0.476511674,2015,0,0,38424.02503,0
2815,22.0,2.0,11,0.942513567,2014,0,1,74389.92018,0
2816,8.0,2.0,5,0.193029177,2020,0,2,35717.3672,1
2817,20.0,3.0,13,0.515893049,2012,2,2,39861.2795,0
2818,16.0,3.0,4,0.068719879,2021,0,0,70541.41241,0
2819,18.0,4.0,10,0.097739161,2015,2,0,40201.6367,0
2820,20.0,3.0,6,0.303289096,2019,3,0,35970.54263,1
2821,18.0,1.0,4,0.42686251,2021,1,1,52510.99922,0
2822,16.0,5.0,11,-0.002876727,2014,1,3,13336.24709,1
2823,29.0,2.0,12,0.565978053,2013,2,2,42517.23614,0
2824,15.0,3.0,13,0.428029396,2012,0,1,54415.60235,0
2825,20.0,1.0,4,0.270203172,2021,2,1,58951.92732,0
2826,22.0,4.0,6,0.65178117,2019,2,1,58540.95902,1
2827,11.0,4.0,14,0.805060758,2011,4,0,46308.54542,1
2828,20.0,2.0,4,-0.0369616,2021,2,2,78890.64636,0
2829,22.0,3.0,13,0.408034511,2012,1,0,61213.91401,0
2830,22.0,2.0,8,-0.43420549,2017,1,2,40682.76274,0
2831,20.0,2.0,12,0.26073891,2013,1,2,30895.1731,1
2832,18.0,0.0,6,0.74767828,2019,1,0,64860.27054,0
2833,25.0,5.0,9,0.807227405,2016,0,0,18931.87639,0
2834,19.0,4.0,4,0.835080379,2021,0,3,41510.84923,0
2835,19.0,3.0,9,0.528125097,2016,3,4,48131.763028208115,1
2836,23.0,6.0,12,0.500281092,2013,0,1,41785.01941,0
2837,15.0,2.0,9,0.347969589,2016,0,0,41272.41429,0
2838,14.0,3.0,14,0.543752238,2011,0,2,52934.52571,0
2839,13.0,0.0,13,-0.17879257,2012,2,0,64669.27091,0
2840,17.0,1.0,13,0.178103964,2012,2,1,52609.00929,0
2841,13.0,9.0,5,0.119598773,2020,2,5,51602.01679,1
2842,14.0,2.0,8,0.444413406,2017,2,1,13525.16836,1
2843,23.0,2.0,13,0.057335085,2012,2,0,78146.10876,0
2844,31.0,1.0,6,-0.335420696,2019,1,1,78616.22689,0
2845,21.0,2.0,10,0.925974926,2015,3,1,37927.8077,0
2846,26.0,1.0,6,0.624349712,2019,1,1,60904.15781,0
2847,22.0,2.0,4,0.528849095,2021,3,2,51244.72587,0
2848,18.0,0.0,13,-0.089272012,2012,0,0,23769.7074,0
2849,25.400753212228622,2.0,12,0.438230463,2013,0,0,40913.20215,0
2850,24.0,1.0,4,-0.183230623,2021,1,0,45982.74298,0
2851,15.0,2.0,8,0.954520143,2017,0,0,67977.32081,0
2852,27.0,1.0,10,0.070409289,2015,3,1,76165.06278,0
2853,19.0,3.0,5,0.436857788,2020,0,1,61569.60214,0
2854,21.0,2.0,5,0.371569267,2020,0,1,44525.21224,0
2855,19.0,1.0,4,0.739540853,2021,2,1,47741.80333,0
2856,16.0,2.0,9,1.092909774,2016,2,1,64893.59944,0
2857,12.0,1.0,6,0.559003476,2019,1,0,73634.72261,0
2858,23.0,3.0,4,1.13839687,2021,3,1,54168.03924,0
2859,14.0,2.0,6,0.618157917,2019,0,1,58808.5191,0
2860,15.0,2.0,5,0.143376664,2020,0,4,49403.51685,0
2861,11.0,3.0,6,-0.145346499,2019,2,1,57379.36592,1
2862,8.0,2.0,9,0.448170933,2016,1,0,52388.14115,0
2863,22.0,1.0,9,0.165658269,2016,2,3,48427.77445,0
2864,27.0,0.0,9,0.363917407,2016,3,0,62568.95541,0
2865,22.0,4.0,7,0.440605446,2018,0,2,32525.83235,0
2866,22.400753212228622,2.0,8,0.571745019,2017,0,1,58689.37437,0
2867,25.0,3.0,8,0.083364777,2017,2,0,52669.12567,0
2868,17.0,4.0,8,0.209683053,2017,0,2,44861.43889,0
2869,19.400753212228622,3.0,5,0.666156518,2020,1,1,51022.04346,0
2870,25.0,2.0,9,0.557602277,2016,0,0,51472.61569,0
2871,9.0,4.0,9,0.389640923,2016,1,4,16596.62972,1
2872,34.0,2.0,13,0.546658366,2012,0,0,53249.80679,0
2873,16.0,1.0,7,0.903161292,2018,1,0,53322.90205,0
2874,18.400753212228622,5.0,11,0.57468177,2014,2,1,36408.19202,0
2875,18.0,5.0,4,0.393357939,2021,0,0,12411.91795,1
2876,23.0,1.0,11,0.513115442,2014,1,3,59281.82474,0
2877,23.0,2.0,12,0.783860458,2013,2,2,42110.23255,0
2878,16.0,1.0,10,0.742651928,2015,2,2,48131.763028208115,0
2879,12.0,0.0,5,0.638533657,2020,0,1,49912.50898,0
2880,23.0,0.0,13,0.300381099,2012,3,2,12901.63428,0
2881,21.0,2.0,7,0.015398619,2018,0,1,55595.27233,0
2882,23.0,2.0,14,0.582453663,2011,0,1,46188.56777,0
2883,27.0,2.0,12,0.776235042,2013,0,1,41093.55895,0
2884,22.0,6.0,12,0.540375889,2013,0,0,59493.81206,0
2885,24.0,0.0,5,0.844071747,2020,1,1,60457.81089,0
2886,17.0,4.0,8,0.45069595,2017,0,1,51442.19786,0
2887,22.0,0.0,10,0.534389467,2015,0,1,47593.87077,0
2888,22.400753212228622,2.0,7,0.479457559,2018,0,1,81641.63177,0
2889,15.0,6.0,13,0.825771855,2012,3,0,31074.44716,1
2890,29.0,3.0,8,0.046249782,2017,0,1,52307.41515,0
2891,15.0,1.0,7,0.255726713,2018,0,0,48131.763028208115,0
2892,23.0,3.0,10,0.266163669,2015,2,0,48331.19649,0
2893,12.0,2.0,5,0.468434793,2020,1,3,38784.33091,1
2894,16.0,3.0,7,0.602988219,2018,0,0,33451.52968,0
2895,22.0,3.0,5,0.806209059,2020,0,1,45382.24408,0
2896,20.0,1.0,6,0.119438955,2019,0,0,52853.10086,0
2897,21.0,3.0,9,0.571445776,2016,2,0,55873.32319,0
2898,32.0,2.0,12,1.078404743,2013,1,1,34704.3149,0
2899,14.0,1.0,4,0.816370832,2021,2,1,58087.4168,0
2900,19.0,2.0,5,0.465194174,2020,1,0,48131.763028208115,0
2901,16.0,5.0,13,-0.327894456,2012,0,2,22303.12833,1
2902,27.0,0.0,11,0.640048689,2014,0,1,60497.99839,0
2903,12.0,1.0,13,0.851974644,2012,0,0,40438.08095,0
2904,19.0,1.0,14,0.80556895,2011,0,1,52224.40601,0
2905,15.0,3.0,5,0.30102585,2020,3,0,40876.27509,0
2906,13.0,2.0,14,0.038910172,2011,1,1,61781.17727,0
2907,22.0,1.0,11,0.690224845,2014,2,0,7042.812205,0
2908,17.0,0.0,9,-0.029151305,2016,1,0,49831.30158,0
2909,19.0,0.0,8,0.626841622,2017,2,2,25950.44171,1
2910,13.0,4.0,4,0.188369682,2021,2,2,42127.35509,1
2911,22.0,1.0,9,0.677372724,2016,0,1,56296.50324,0
2912,19.0,3.0,12,1.122229798,2013,1,0,44776.58359,0
2913,12.0,3.0,4,0.67246558,2021,3,2,23989.38907,1
2914,17.0,1.0,10,0.388637164,2015,0,1,46077.90374,0
2915,16.0,4.0,9,0.231098957,2016,2,2,38419.76749,1
2916,17.0,2.0,5,0.916236305,2020,1,1,37167.53451,0
2917,21.0,1.0,10,0.668491189,2015,3,0,38818.49487,0
2918,18.0,1.0,6,0.932059177,2019,0,0,48580.12626,0
2919,19.0,2.0,10,0.412919737,2015,1,1,33589.64151,0
2920,25.0,6.0,14,0.694029129,2011,1,0,40990.70877,0
2921,22.0,2.0,11,0.219336593,2014,2,3,48131.763028208115,0
2922,18.0,1.0,7,0.741856643,2018,1,0,58934.30232,0
2923,15.0,2.0,12,0.873173168,2013,0,1,63016.56619,0
2924,16.0,2.0,14,0.316316907,2011,1,0,71390.64143,0
2925,24.0,2.0,14,-0.096524434,2011,2,2,66907.98915,1
2926,21.0,1.0,12,0.514850241,2013,0,1,34201.22102,0
2927,15.0,2.0,13,0.520751246,2012,2,2,30723.17453,1
2928,19.0,1.0,4,0.425309739,2021,0,0,55261.61857,0
2929,19.0,3.0,14,0.217687506,2011,3,1,61362.46669,1
2930,17.0,0.0,13,0.656702033,2012,2,2,38190.70836,0
2931,14.0,2.0,13,0.636295343,2012,3,0,62769.22713,0
2932,17.0,4.0,13,0.888689192,2012,0,0,44959.54075,0
2933,16.400753212228622,5.0,6,0.559915254,2019,0,2,70463.08062,0
2934,28.0,0.0,12,-0.216692028,2013,0,0,43775.96245,0
2935,20.0,2.0,6,0.01547168,2019,2,3,42698.25586,1
2936,26.0,3.0,5,0.759144306,2020,1,1,42537.76049,0
2937,14.0,3.0,11,0.635606383,2014,0,1,64871.28951,0
2938,22.0,4.0,14,0.436010839,2011,1,1,59088.863,0
2939,21.0,2.0,5,-0.152766161,2020,2,0,48131.763028208115,0
2940,25.0,3.0,6,0.52783358,2019,1,1,43596.1998,0
2941,14.0,2.0,6,0.158774082,2019,2,4,49240.2647,0
2942,22.0,1.0,4,1.011881893,2021,0,1,89101.41709,0
2943,18.0,4.0,5,0.64038362,2020,1,1,57038.88055,0
2944,23.0,4.0,11,0.580472872,2014,1,2,54595.8523,0
2945,24.0,4.0,10,0.550130326,2015,0,0,28402.88694,0
2946,19.0,3.0,13,0.861886778,2012,0,2,26552.80216,0
2947,19.0,4.0,6,0.632450291,2019,1,1,47534.91617,0
2948,16.0,2.0,10,0.260500662,2015,3,0,54172.09832,1
2949,21.400753212228622,3.0,9,0.297760404,2016,2,1,81144.42769,0
2950,25.0,1.0,13,0.521830651,2012,3,2,35081.37324,0
2951,17.0,2.0,12,0.742863702,2013,1,1,33855.9619,0
2952,22.0,2.0,4,0.424987543,2021,2,1,45673.82568,0
2953,21.0,1.0,6,0.662021674,2019,0,0,35278.96782,0
2954,19.0,3.0,6,1.07898358,2019,0,2,67124.76887,0
2955,19.0,2.0,12,0.440733729,2013,1,0,55161.89673,0
2956,14.0,0.0,9,0.522994942,2016,0,1,44570.75119,0
2957,18.0,2.0,8,0.165792086,2017,2,1,46979.4595,0
2958,23.0,2.0,6,0.277282651,2019,1,2,60559.2467,0
2959,15.0,4.0,5,0.385624779,2020,2,1,60330.32647,0
2960,15.0,3.0,8,0.610211387,2017,2,1,57935.3859,1
2961,11.0,2.0,14,-0.151392642,2011,3,3,48131.763028208115,1
2962,22.0,3.0,9,0.284428573,2016,5,2,48131.763028208115,1
2963,16.400753212228622,2.0,6,0.702530026,2019,0,2,33540.7509,1
2964,11.0,4.0,12,0.093274128,2013,0,4,11422.47547,1
2965,23.0,0.0,6,0.564771675,2019,0,1,46194.4133,0
2966,19.0,1.0,11,0.550836847,2014,2,0,58635.6684,0
2967,18.0,0.0,7,0.653685339,2018,1,1,56559.59111,0
2968,23.0,3.0,4,0.893099597,2021,2,1,67081.30989,0
2969,20.0,2.0,11,0.369541771,2014,1,1,60652.1391,0
2970,15.0,2.0,6,0.661386815,2019,2,1,31320.51774,0
2971,28.0,1.0,9,-0.111460135,2016,2,0,55757.77106,0
2972,14.0,8.0,10,0.487805646,2015,2,3,51014.89281,1
2973,20.0,2.0,4,0.817709054,2021,1,1,46986.46381,0
2974,20.0,1.0,4,0.280726715,2021,1,1,54715.52314,0
2975,23.0,1.0,10,0.607506998,2015,1,1,35915.1973,0
2976,18.0,8.0,11,0.027018513,2014,2,3,56416.25067,1
2977,16.0,0.0,7,0.245183961,2018,0,1,66381.71401,0
2978,17.0,2.0,4,1.02488996,2021,1,0,48027.56769,0
2979,20.0,1.0,8,0.357846285,2017,1,1,60834.1409,0
2980,15.0,1.0,7,0.71230861,2018,3,0,48131.763028208115,0
2981,22.0,1.0,11,0.527677004,2014,0,1,68025.24686,0
2982,23.0,2.0,12,1.067350179,2013,1,0,40134.27221,0
2983,22.0,4.0,13,0.333222472,2012,2,0,37197.30435,0
2984,17.0,2.0,5,0.407353517,2020,0,1,48131.763028208115,0
2985,14.0,3.0,13,0.470799471,2012,2,3,45508.70805,1
2986,28.0,2.0,11,0.645605039,2014,0,1,11304.73604,0
2987,19.0,4.0,6,0.722704856,2019,3,3,66843.67243,1
2988,22.0,2.0,14,1.041382613,2011,3,1,48131.763028208115,0
2989,14.0,4.0,6,0.503847334,2019,0,1,45239.32432,0
2990,19.0,4.0,8,0.936171905,2017,1,3,55944.05695,0
2991,23.0,3.0,11,0.860862746,2014,0,1,47202.93875,0
2992,25.0,6.0,6,0.456804726,2019,0,1,37166.64265,0
2993,12.0,0.0,8,0.344109578,2017,0,0,49808.45058,0
2994,9.0,4.0,11,0.970196867,2014,1,2,31946.75268,1
2995,26.0,2.0,11,0.234196595,2014,1,0,35272.74528,0
2996,18.0,0.0,11,0.482322969,2014,0,1,33807.47778,0
2997,24.0,0.0,9,0.511314843,2016,0,2,45463.21495,0
