CustomerID,Age,Gender,Location,Occupation,Income Bracket,Credit Score,Onboarding Date,Channel,App Logins,Web Logins,Device Type,Loans Accessed,Savings Accessed,Monthly Avg Balance,Loans Taken,Repayment Misses,Overdraft Events,Failed Payments,Current Plan,Payment Mode,Tickets Raised,Resolution Time (hrs),Sentiment Score,Survey Feedback,Churned
CUST00552,42,Other,West,Retired,Low,771,06-09-2013,Online,13,7,Web,0,1,64876.01493,1,0,3,0,Gold,Manual,3,71.07308925,0.68478148,Bad,0
CUST00553,67,Male,East,Self-employed,Low,671,05-11-2011,Online,14,12,Android,2,1,43094.41867,2,0,2,0,Gold,Auto,3,8.532958352,0.514372957,Bad,0
CUST00554,31,Male,West,Self-employed,Low,730,22-09-2021,Agent,9,7,iOS,2,1,51931.93883,3,0,2,0,Gold,Manual,2,193.6697224,0.236199801,Good,1
CUST00555,23,Female,North,Student,Medium,838,20-04-2016,Branch,7,5,Web,0,1,67852.59431,2,0,2,1,Platinum,Manual,2,47.822302,0.676621218,Bad,0
CUST00556,29,Male,West,Self-employed,High,647,05-01-2013,Online,13,6,iOS,0,1,43720.85884,1,0,0,0,Basic,Manual,3,6.477556236,0.259635545,Neutral,0
CUST00557,37,Other,North,Salaried,Medium,370,18-03-2014,Agent,13,13,Android,0,1,34676.06797,0,1,1,0,Silver,Auto,0,32.75283047,0.64344868,Good,0
CUST00558,40,Male,North,Self-employed,Medium,781,04-06-2015,Agent,8,9,iOS,0,1,28054.36805,2,0,1,0,Basic,Manual,1,16.96955426,0.907545269,Neutral,0
CUST00559,47,Male,South,Salaried,High,555,14-08-2013,Agent,13,8,Android,0,1,69042.42655,0,0,4,1,Basic,Manual,1,23.55077083,0.408021643,Neutral,0
CUST00560,47,Female,East,Student,Medium,402,31-12-2019,Branch,9,5,Android,0,1,53117.8837,2,1,1,0,Basic,Auto,2,114.5718216,0.988056628,Bad,0
CUST00561,55,Female,West,Self-employed,High,446,10-11-2012,Agent,16,10,Android,1,1,71717.68614,0,2,2,1,Silver,Auto,2,102.3741413,0.400354591,Neutral,0
CUST00562,47,Other,East,Retired,Low,439,14-02-2016,Branch,11,6,iOS,0,1,44994.3124,1,1,1,0,Silver,Manual,2,4.529934054,0.929026143,Bad,0
CUST00563,58,Female,East,Retired,Low,722,27-09-2014,Online,6,11,Web,1,1,18954.838,0,0,3,1,Gold,Auto,,228.0024661,0.362908943,Bad,0
CUST00564,47,Other,North,Salaried,Low,363,22-02-2021,Online,14,7,Android,2,1,48179.69139,1,0,0,0,Basic,Auto,1,42.21107463,0.924748836,Bad,0
CUST00565,53,Other,North,Salaried,High,570,26-04-2013,Branch,11,8,Web,0,1,45579.97901,4,0,0,1,Basic,Auto,4,26.1309964,0.7131015,Good,0
CUST00566,66,Female,West,Student,Medium,812,19-03-2017,Agent,18,10,iOS,1,1,47432.86553,0,0,1,0,Basic,Manual,5,4.78243819,0.617068575,Bad,0
CUST00567,51,Male,West,Self-employed,Low,306,06-11-2011,Online,10,8,Android,0,1,41656.96738,1,2,3,0,Silver,Auto,2,28.15432013,0.592841885,Neutral,0
CUST00568,33,Female,West,Salaried,Low,692,30-06-2015,Branch,13,10,Web,1,1,50291.83901,3,0,4,0,Platinum,Auto,2,11.07067482,0.408326613,Good,1
CUST00569,41,Male,North,Salaried,Medium,300,11-10-2019,Agent,8,10,Web,0,1,35086.28783,0,1,4,0,Basic,Auto,3,30.99077261,0.567268474,Good,0
CUST00570,31,Male,South,Student,Low,560,27-08-2021,Online,8,13,Android,0,1,50191.51968,2,0,2,0,Gold,Manual,2,44.48960366,0.947798089,Bad,0
CUST00571,43,Other,West,Self-employed,Low,346,19-01-2020,Branch,10,7,Android,0,1,55487.42848,0,0,1,0,Basic,Manual,4,50.53112791,0.565799073,Good,0
CUST00572,25,Other,North,Self-employed,High,301,20-05-2011,Agent,13,7,Web,3,1,57050.71893,1,1,2,1,Silver,Manual,2,214.4339072,0.48261403,Bad,0
CUST00573,31,Female,South,Salaried,Medium,834,15-09-2013,Agent,18,6,Web,1,1,67045.30883,0,0,4,0,Basic,Auto,,34.52629806,0.541315817,Neutral,0
CUST00574,48,Male,East,Self-employed,High,658,16-02-2013,Agent,3,6,Android,1,1,36278.71294,0,0,1,0,Platinum,Auto,2,52.58518656,0.184631116,Good,1
CUST00575,19,Female,North,Self-employed,Low,776,10-05-2016,Branch,9,7,iOS,1,1,63332.83645,2,0,1,0,Gold,Manual,,18.34357691,0.618951462,Good,1
CUST00576,65,Other,West,Self-employed,Low,721,14-02-2019,Branch,14,11,Android,0,1,36368.61338,0,0,1,0,Silver,Manual,1,65.27958167,0.781882045,Good,0
CUST00577,21,Male,West,Retired,Medium,503,22-01-2018,Agent,8,9,Web,2,1,76621.94115,3,1,4,0,Platinum,Manual,5,25.88081985,-0.048907957,Neutral,1
CUST00578,18,Female,South,Self-employed,Low,526,03-11-2018,Agent,11,12,iOS,3,1,77570.91939,1,1,2,0,Platinum,Auto,0,159.3331321,-0.04374716,Good,0
CUST00579,37,Female,South,Retired,High,450,19-09-2021,Agent,14,7,Android,1,1,56927.83828,3,0,0,0,Gold,Auto,2,7.19974429,0.213897368,Bad,0
CUST00580,31,Other,North,Self-employed,High,546,22-12-2011,Agent,13,7,Android,4,1,78534.83227,0,0,2,0,Basic,Auto,3,28.27277495,0.548742105,Good,0
CUST00581,57,Other,South,Self-employed,Medium,316,27-05-2019,Agent,,6,Android,2,1,46012.45413,0,1,2,0,Platinum,Auto,2,60.65395344,0.236207605,Bad,1
CUST00582,42,Other,North,Self-employed,Medium,603,14-01-2020,Agent,9,5,Web,1,1,79317.601,0,1,1,0,Gold,Manual,1,0.485472166,0.521180081,Neutral,0
CUST00583,42,Other,South,Salaried,Low,813,06-06-2021,Online,11,7,Android,0,1,52539.73014,1,1,3,0,Basic,Manual,3,70.90505421,0.385042169,Bad,0
CUST00584,20,Female,East,Salaried,Medium,496,27-10-2021,Agent,16,10,Web,0,1,15603.49944,1,1,1,0,Gold,Auto,1,42.15123422,0.805815585,Bad,0
CUST00585,22,Other,West,Retired,Medium,745,22-11-2012,Branch,9,4,iOS,0,1,56125.17546,1,1,5,0,Gold,Manual,2,71.23580375,0.118123674,Bad,0
CUST00586,55,Other,West,Self-employed,Low,640,04-05-2020,Branch,19,9,iOS,1,1,49350.96697,3,0,1,0,Platinum,Auto,4,6.261071128,0.329072017,Neutral,0
CUST00587,43,Female,East,Retired,Low,360,26-05-2017,Branch,16,8,Web,1,1,37585.05168,3,1,0,0,Platinum,Manual,5,61.77243422,0.542408016,Bad,0
CUST00588,57,Female,West,Self-employed,High,566,08-04-2020,Branch,13,15,Web,3,1,,1,1,1,1,Basic,Manual,3,60.91927244,1.310395208,Good,0
CUST00589,55,Male,West,Student,High,396,29-08-2012,Online,10,5,Android,2,1,70953.17997,0,1,0,0,Silver,Manual,2,61.17130919,0.56756395,Bad,0
CUST00590,55,Female,West,Retired,Medium,582,16-12-2012,Online,14,12,Android,1,1,25933.21341,2,0,1,0,Basic,Auto,1,19.49381438,0.18937593,Bad,0
CUST00591,21,Male,West,Salaried,Low,546,28-12-2017,Branch,12,11,Web,2,1,39749.31548,0,2,3,0,Gold,Auto,2,21.11476466,0.751941444,Neutral,0
CUST00592,24,Other,East,Student,Medium,334,25-09-2015,Branch,16,7,iOS,2,1,33890.91962,1,1,0,0,Basic,Auto,1,16.07564898,0.755826145,Good,0
CUST00593,47,Male,North,Salaried,High,768,30-06-2019,Branch,14,8,Android,1,1,45390.92924,0,0,1,0,Platinum,Manual,1,28.19898514,0.239305283,Good,0
CUST00594,47,Male,West,Student,Medium,367,09-06-2018,Branch,16,2,Web,0,1,67254.98544,1,1,3,0,Silver,Manual,2,11.31316521,0.126481957,Bad,1
CUST00595,36,Other,East,Student,High,488,06-03-2013,Branch,9,2,iOS,3,1,55582.28328,0,0,3,0,Basic,Manual,2,8.81167206,0.991469341,Neutral,0
CUST00596,56,Other,West,Student,High,340,04-04-2014,Online,18,8,iOS,1,1,52101.67893,0,1,1,1,Basic,Manual,1,15.55929561,0.58825624,Bad,0
CUST00597,52,Other,East,Retired,Medium,366,03-11-2011,Online,15,9,iOS,1,1,38761.44144,1,1,3,0,Platinum,Auto,0,48.30305134,0.653500678,Good,0
CUST00598,57,Male,East,Retired,High,607,20-06-2017,Online,10,9,Android,2,1,54409.84602,1,0,0,1,Gold,Auto,3,94.79370065,1.172514015,Bad,0
CUST00599,50,Female,North,Salaried,High,418,27-03-2017,Agent,10,10,Android,1,1,48054.03764,2,0,3,0,Basic,Manual,3,73.61442925,-0.151568762,Neutral,0
CUST00600,50,Female,South,Retired,Low,485,08-10-2015,Branch,8,10,iOS,1,1,50990.59973,1,0,3,0,Platinum,Manual,3,3.219961899,0.564987211,Neutral,0
CUST00601,31,Female,North,,Medium,369,27-05-2015,Branch,10,7,Web,0,1,43843.69563,1,2,2,0,Silver,Manual,2,21.15714195,0.114859169,Good,0
CUST00602,55,Other,North,Self-employed,Medium,583,24-02-2019,Agent,11,11,Android,0,1,67408.35649,1,2,5,1,Basic,Auto,2,78.08938681,0.95895292,Neutral,0
CUST00603,27,Other,West,Salaried,Medium,847,01-08-2017,Branch,12,4,iOS,2,1,67209.98994,2,1,2,0,Gold,Auto,1,6.643699287,0.276597239,Good,0
CUST00604,45,Female,East,Salaried,High,647,02-04-2021,Agent,8,6,Web,0,1,51592.43397,3,1,1,0,Gold,Auto,0,12.39582599,0.850063426,Neutral,0
CUST00605,31,Other,South,Retired,High,494,11-10-2017,Agent,12,6,Web,0,1,69972.42889,3,1,1,0,Platinum,Manual,2,4.869858512,0.628795799,Bad,0
CUST00606,53,Male,East,Salaried,High,783,05-07-2014,Agent,8,7,iOS,0,1,59255.68634,2,0,1,0,Gold,Auto,1,75.38432252,0.517734205,Bad,0
CUST00607,55,Male,West,Retired,Medium,579,29-10-2015,Agent,14,4,Android,0,1,45604.90665,1,2,0,0,Gold,Auto,2,0.741009038,0.689563892,Good,0
CUST00608,33,Other,East,Salaried,Low,647,26-02-2011,Branch,6,9,Web,1,1,55777.95262,2,0,4,0,Silver,Auto,2,108.1234848,0.645714686,Good,0
CUST00609,38,Female,West,Self-employed,Medium,777,21-08-2021,Agent,6,9,Android,1,1,26527.90295,0,1,2,0,Gold,Auto,2,8.783872648,0.971984877,Bad,0
CUST00610,45,Female,North,Retired,Medium,397,05-08-2011,Branch,10,8,iOS,0,1,,1,0,1,0,Gold,Manual,1,25.1961325,0.752782785,Good,0
CUST00611,50,Male,North,Retired,Medium,581,07-03-2012,Agent,10,6,Web,0,1,40511.37914,2,0,4,0,Silver,Auto,5,20.1576551,0.741155318,Good,0
CUST00612,23,Other,West,Self-employed,Low,718,29-04-2018,Online,,13,Android,2,1,58840.0317,0,0,0,0,Gold,Auto,3,6.008933194,0.428586999,Neutral,0
CUST00613,58,Female,North,Retired,Medium,522,28-10-2021,Branch,13,9,Web,2,1,,0,0,2,0,Gold,Auto,2,81.65591857,0.15079976,Neutral,0
CUST00614,32,Female,East,Salaried,Low,551,20-06-2015,Agent,8,7,Web,1,1,50999.98121,3,1,5,0,Basic,Auto,6,166.9335292,-0.135018254,Bad,1
CUST00615,61,Other,South,Student,Low,379,17-04-2020,Agent,4,9,Android,2,1,40604.42671,2,0,4,0,Gold,Manual,1,66.92739422,0.328648007,Neutral,1
CUST00616,20,Other,South,Retired,Medium,712,08-10-2016,Agent,20,11,iOS,0,1,37142.4875,2,1,3,0,Platinum,Auto,2,161.1385386,0.495436693,Good,0
CUST00617,60,Female,East,Student,Medium,692,08-12-2021,Online,14,9,Web,2,1,44842.14615,1,1,1,0,Gold,Manual,2,36.85088814,0.609173806,Neutral,0
CUST00618,64,Other,South,Salaried,Medium,633,22-06-2014,Branch,6,5,Web,2,1,37851.53017,1,1,1,0,Basic,Auto,3,77.90344011,0.570123539,Neutral,1
CUST00619,52,Other,East,Self-employed,High,627,04-06-2021,Online,15,4,Android,2,1,50590.90676,1,1,0,0,Gold,Manual,1,30.00598254,1.134114588,Good,0
CUST00620,31,Other,West,Retired,Low,301,25-07-2015,Online,10,5,Android,2,1,27092.7498,0,0,2,0,Platinum,Auto,1,50.1502994,0.549624818,Neutral,0
CUST00621,19,Female,South,Student,Medium,502,10-08-2016,Online,19,7,iOS,0,1,55806.37053,1,0,0,1,Platinum,Auto,4,36.21264687,0.875489972,Good,0
CUST00622,46,Male,West,Self-employed,Low,557,01-08-2017,Branch,13,8,Android,0,1,20508.73609,2,1,1,1,Gold,Manual,0,43.24758181,0.495244715,Good,0
CUST00623,21,Other,West,Self-employed,High,666,20-06-2019,Online,18,6,Web,0,1,42896.34121,2,0,0,0,Platinum,Auto,,28.24195598,0.490690977,Bad,0
CUST00624,43,Female,East,Retired,High,445,05-01-2014,Branch,12,10,Android,0,1,25802.86597,0,0,4,0,Silver,Auto,2,83.12315461,0.80710259,Bad,0
CUST00625,68,Male,South,Student,Medium,677,11-02-2011,Branch,12,10,iOS,0,1,55432.40911,4,1,1,1,Basic,Auto,2,50.40287405,0.296829227,Bad,0
CUST00626,29,Female,North,Retired,Low,740,28-05-2013,Agent,15,4,Android,0,1,42891.82357,0,0,2,0,Platinum,Auto,2,30.72812026,0.584065207,Bad,0
CUST00627,19,Female,North,Salaried,High,754,12-09-2016,Online,11,9,Android,2,1,35994.06415,1,0,1,0,Basic,Manual,3,106.8577406,0.444444029,Bad,0
CUST00628,34,Female,North,,High,706,02-03-2017,Online,11,9,Web,0,1,8753.579248,1,1,4,1,Gold,Auto,2,13.85178728,0.554598572,Good,0
CUST00629,52,Male,North,Student,Low,318,06-09-2016,Online,12,5,iOS,0,1,57240.361,0,0,2,0,Silver,Auto,2,14.66722638,0.30635801,Bad,0
CUST00630,27,Female,East,Retired,High,732,19-08-2014,Branch,10,13,Web,2,1,49031.16645,1,1,1,0,Gold,Auto,3,257.0465682,0.277740787,Neutral,0
CUST00631,65,Male,West,Self-employed,Low,728,29-07-2018,Branch,4,2,Web,1,1,45102.69634,1,0,3,0,Gold,Auto,4,86.46803374,-0.083028895,Good,1
CUST00632,39,Other,South,Retired,Medium,551,27-01-2016,Branch,11,5,Web,0,1,28483.38826,0,1,2,0,Gold,Auto,0,62.69403199,-0.129805017,Good,0
CUST00633,58,Male,East,Student,Low,520,11-07-2011,Online,10,13,iOS,0,1,66224.86269,2,0,0,0,Platinum,Manual,2,37.58633759,0.840249693,Neutral,0
CUST00634,60,Female,North,Salaried,Medium,412,01-03-2020,Branch,14,6,iOS,0,1,29789.13956,1,2,2,0,Gold,Auto,0,148.8480701,0.651600488,Good,0
CUST00635,38,Male,South,Salaried,Low,448,15-08-2014,Branch,15,12,Web,0,1,25291.88337,1,1,1,0,Basic,Manual,2,73.00878889,0.251535162,Good,0
CUST00636,32,Female,East,Salaried,High,357,30-06-2015,Branch,15,7,Android,2,1,76578.56966,2,1,2,1,Gold,Auto,2,39.15756956,0.752800621,Good,0
CUST00637,52,Other,West,Retired,Medium,496,21-02-2011,Agent,8,4,Android,0,1,50292.64451,1,1,0,1,Silver,Auto,1,10.89921975,0.833000733,Good,0
CUST00638,65,Male,North,Self-employed,Low,317,23-05-2011,Branch,10,3,Android,1,1,,1,1,3,0,Basic,Manual,1,73.22098856,0.839845748,Good,0
CUST00639,38,Other,South,Salaried,Medium,514,12-09-2018,Online,7,10,Android,1,1,50955.88338,2,0,3,0,Silver,Manual,0,23.25073192,0.864689126,Bad,0
CUST00640,38,Male,South,Salaried,Low,315,21-08-2017,Branch,,9,Android,0,1,37542.76701,0,1,3,0,Silver,Manual,2,31.68191446,0.514901166,Good,0
CUST00641,38,Female,North,Salaried,Low,698,17-03-2017,Agent,7,3,Web,2,1,75476.23575,1,2,0,0,Silver,Manual,2,11.74194605,0.485202113,Neutral,0
CUST00642,61,Male,West,,Medium,532,18-06-2018,Branch,16,9,Android,2,1,44207.63687,0,0,1,0,Gold,Manual,5,1.129128992,0.358235819,Good,0
CUST00643,49,Other,North,Student,Medium,324,14-08-2014,Branch,14,12,Android,1,1,48414.88817,0,1,1,0,Gold,Auto,3,62.28854779,0.785919047,Bad,0
CUST00644,22,Male,West,Student,Medium,700,08-12-2011,Agent,15,5,iOS,1,1,45882.19024,1,1,1,0,Gold,Manual,4,37.58090235,0.251918618,Neutral,0
CUST00645,56,Other,South,Self-employed,High,664,21-12-2014,Online,5,4,iOS,1,1,32071.74176,1,0,2,0,Basic,Auto,3,48.06244069,0.382988143,Bad,1
CUST00646,26,Other,North,Student,Low,594,28-09-2018,Agent,21,5,iOS,1,1,39329.8391,1,1,1,0,Platinum,Auto,3,31.15392919,0.396573439,Bad,0
CUST00647,35,Female,West,Student,Low,736,04-12-2020,Branch,11,5,Web,3,1,,3,0,2,0,Gold,Manual,2,6.188651606,0.363105153,Bad,0
CUST00648,38,Male,West,Student,Medium,370,11-10-2015,Branch,14,7,iOS,0,1,51984.64985,3,1,1,0,Platinum,Auto,1,1.416467278,0.665386563,Good,0
CUST00649,25,Other,East,Retired,Low,324,01-01-2014,Branch,8,6,Android,2,1,57631.54601,0,0,2,0,Basic,Auto,0,201.3673937,0.801389154,Neutral,0
CUST00650,61,Female,West,Student,Low,673,30-11-2013,Branch,10,10,iOS,1,1,58194.46627,2,0,1,0,Platinum,Auto,5,13.54393644,0.540731298,Good,0
CUST00651,69,Female,North,,Low,844,27-02-2015,Online,11,6,Android,0,1,22799.13761,1,1,4,0,Silver,Auto,0,39.2818998,-0.200977492,Bad,0
CUST00652,51,Female,North,Retired,Medium,757,23-05-2016,Branch,7,13,iOS,1,1,39386.26602,2,0,3,1,Silver,Auto,4,28.7779397,0.817210823,Bad,0
CUST00653,27,Other,West,Student,Low,513,29-05-2021,Branch,6,9,iOS,0,1,59469.03062,3,0,1,0,Platinum,Auto,2,93.5188983,0.575016842,Bad,0
CUST00654,68,Male,North,,Low,510,24-08-2014,Agent,9,11,Android,0,1,62205.29608,0,2,3,0,Basic,Manual,1,1.960767483,1.110263506,Neutral,0
CUST00655,58,Other,South,Salaried,High,840,17-09-2016,Online,15,8,iOS,0,1,53047.2026,1,1,3,0,Platinum,Auto,0,19.22357891,0.971384179,Neutral,0
CUST00656,41,Female,South,Self-employed,High,338,28-10-2014,Agent,12,8,Android,4,1,42203.21996,1,0,1,0,Silver,Manual,1,78.86132244,0.752540127,Bad,0
CUST00657,57,Other,North,Student,Medium,559,27-01-2012,Branch,9,12,iOS,1,1,31373.25476,0,1,0,0,Basic,Auto,2,64.48567233,0.015410285,Bad,0
CUST00658,41,Other,West,Student,Low,394,10-09-2011,Branch,11,7,Android,0,1,64012.24989,2,1,3,1,Platinum,Manual,1,45.58753812,1.080867733,Good,0
CUST00659,49,Female,South,Self-employed,Low,689,04-08-2015,Branch,6,6,iOS,0,1,47415.12776,1,2,0,1,Gold,Manual,2,49.87886726,-0.055055313,Bad,0
CUST00660,50,Male,West,Student,High,519,01-07-2020,Online,10,3,Android,1,1,45654.35624,2,0,0,0,Gold,Auto,2,10.83354856,0.587021144,Neutral,0
CUST00661,55,Female,North,,Medium,567,24-10-2013,Branch,5,8,iOS,0,1,,2,1,0,1,Silver,Manual,3,6.203725295,0.064573815,Good,1
CUST00662,61,Female,East,Self-employed,Medium,793,19-09-2021,Agent,10,9,iOS,1,1,43566.32641,0,1,2,0,Platinum,Auto,3,6.989842117,0.793552233,Neutral,0
CUST00663,68,Other,South,,Low,365,30-01-2013,Agent,,6,Web,1,1,54662.24457,0,0,4,0,Platinum,Manual,1,2.7906626,0.039833363,Neutral,0
CUST00664,66,Female,North,Salaried,High,686,16-12-2020,Online,12,7,Web,2,1,57981.23074,1,0,0,0,Platinum,Manual,4,37.75577881,0.571622868,Good,0
CUST00665,51,Other,South,Retired,High,492,15-12-2020,Branch,13,10,iOS,0,1,52869.17393,2,0,3,0,Gold,Manual,0,38.19900074,0.38121824,Neutral,0
CUST00666,28,Female,West,Salaried,High,619,02-08-2020,Branch,13,11,Web,2,1,40349.12429,1,0,3,0,Basic,Auto,1,41.53630241,0.290949469,Neutral,0
CUST00667,48,Female,East,Self-employed,Low,846,05-08-2020,Branch,16,8,iOS,0,1,,1,1,3,0,Basic,Manual,0,29.10985471,0.87009936,Bad,0
CUST00668,35,Male,East,Retired,Low,474,15-03-2018,Online,11,5,Web,1,1,64282.13228,0,2,1,1,Gold,Auto,3,4.714946143,0.150706555,Good,0
CUST00669,40,Female,North,Retired,Low,411,23-08-2019,Online,8,7,iOS,1,1,59886.86028,2,1,2,0,Basic,Manual,2,10.45629973,0.55011617,Bad,0
CUST00670,39,Male,South,Salaried,High,607,10-06-2013,Branch,21,12,Web,1,1,31850.3938,2,1,1,0,Basic,Auto,2,71.12656031,-0.119799875,Good,0
CUST00671,60,Female,East,Salaried,Medium,639,15-11-2012,Agent,11,8,Web,2,1,19428.1143,0,0,3,0,Basic,Auto,3,6.169073833,-0.230962791,Neutral,1
CUST00672,35,Female,South,Salaried,Low,379,15-08-2019,Online,14,5,Web,1,1,31026.25812,1,1,3,0,Basic,Auto,0,18.16475487,0.098207988,Good,0
CUST00673,57,Female,West,Salaried,Low,777,21-11-2019,Online,,7,Android,1,1,,2,0,1,0,Basic,Manual,3,51.66334419,0.345969776,Bad,0
CUST00674,64,Male,West,,Medium,410,28-02-2016,Agent,9,4,iOS,0,1,64836.68887,0,0,4,0,Platinum,Manual,3,217.7343626,0.842829509,Neutral,0
CUST00675,58,Other,North,Self-employed,Medium,786,21-06-2018,Agent,10,4,Android,2,1,32680.08577,2,0,4,0,Gold,Auto,1,87.57200229,0.420945933,Neutral,1
CUST00676,64,Male,East,Salaried,High,752,06-09-2015,Branch,11,8,Web,1,1,30414.56944,1,2,1,0,Platinum,Auto,0,17.07074931,0.546608746,Good,0
CUST00677,56,Female,East,Retired,Low,712,22-02-2017,Branch,14,8,Web,0,1,57267.83155,0,2,2,1,Gold,Manual,3,16.15313256,0.04682204,Good,0
CUST00678,37,Other,South,Retired,High,485,18-07-2017,Branch,11,7,iOS,1,1,12764.43434,1,2,2,0,Gold,Manual,1,49.57280591,-0.171884127,Bad,1
CUST00679,30,Female,West,Retired,Low,386,15-04-2021,Branch,10,3,Android,4,1,10380.80584,3,2,2,1,Platinum,Manual,5,134.0743311,0.648255895,Good,1
CUST00680,62,Male,East,Salaried,High,523,02-10-2012,Online,8,2,Android,1,1,42479.23052,1,0,2,0,Gold,Manual,1,51.26757568,0.712306945,Good,1
CUST00681,18,Male,North,Self-employed,High,350,28-05-2012,Agent,10,4,Web,0,1,44075.45644,2,0,3,0,Silver,Auto,3,46.76501877,0.686331372,Good,0
CUST00682,69,Other,North,Student,Medium,425,06-11-2012,Branch,14,5,Web,0,1,58411.75707,1,0,1,0,Gold,Auto,3,42.26539005,0.35190803,Good,0
CUST00683,21,Male,East,Salaried,Low,445,08-08-2015,Agent,11,10,Web,1,1,62617.54648,0,1,1,0,Gold,Manual,2,49.69477977,-0.241642948,Neutral,0
CUST00684,41,Female,North,Salaried,Medium,340,27-06-2016,Branch,15,9,Web,2,1,34256.52763,3,0,1,0,Gold,Auto,2,1.583672845,0.665871339,Good,1
CUST00685,53,Other,East,Student,Medium,654,17-05-2015,Agent,17,7,Android,1,1,36378.80543,0,1,5,1,Platinum,Manual,2,17.1796898,0.502983491,Neutral,0
CUST00686,53,Female,East,Self-employed,Medium,744,19-07-2018,Branch,9,11,Web,0,1,59758.32758,1,0,2,0,Gold,Manual,0,17.88915856,0.349127878,Neutral,0
CUST00687,62,Other,East,Salaried,Low,662,05-01-2017,Agent,11,11,iOS,2,1,14147.8957,1,1,5,1,Platinum,Manual,1,5.896678568,0.544473185,Neutral,0
CUST00688,19,Other,East,Retired,High,835,28-03-2020,Branch,9,5,iOS,3,1,56649.14302,1,0,3,0,Basic,Auto,2,33.75381864,0.739765909,Neutral,0
CUST00689,45,Female,South,Retired,High,583,14-06-2014,Online,11,14,Web,0,1,88886.19697,0,0,2,0,Basic,Auto,5,16.20007957,0.239941967,Bad,0
CUST00690,43,Male,East,Salaried,Low,335,31-12-2012,Branch,18,10,Web,0,1,45933.59957,2,1,1,0,Basic,Auto,1,26.29051139,0.636562658,Good,0
CUST00691,40,Female,North,Self-employed,Low,576,24-08-2020,Agent,18,5,Android,2,1,49058.36437,0,1,1,1,Gold,Auto,1,30.13349306,0.588613709,Bad,0
CUST00692,32,Male,West,Retired,High,624,28-04-2012,Branch,8,6,Android,2,1,40179.48291,0,1,1,0,Gold,Auto,3,44.55338651,0.393875458,Neutral,0
CUST00693,53,Male,South,Retired,High,481,08-12-2020,Online,11,14,Android,0,1,50890.91505,2,0,2,1,Silver,Auto,3,16.06570981,0.874199558,Good,0
CUST00694,44,Female,West,Student,Medium,770,16-07-2021,Online,11,5,iOS,1,1,70193.74298,1,2,1,0,Platinum,Manual,0,1.40457517,0.699539858,Bad,0
CUST00695,23,Other,West,Self-employed,High,716,02-09-2015,Branch,,7,iOS,2,1,34819.42502,0,1,3,0,Platinum,Manual,0,31.98487799,0.34659483,Good,0
CUST00696,52,Female,West,Salaried,Medium,449,11-04-2020,Agent,10,10,iOS,3,1,44011.26059,1,0,2,0,Platinum,Manual,1,20.16898574,0.315579264,Bad,0
CUST00697,56,Other,West,Student,High,703,05-04-2014,Agent,8,7,iOS,0,1,32742.40724,2,1,3,0,Silver,Manual,1,42.291597,0.730439102,Neutral,0
CUST00698,55,Male,West,Student,High,813,02-12-2012,Agent,11,10,Web,1,1,53696.72897,0,0,0,0,Platinum,Manual,2,85.8740573,0.18583944,Good,0
CUST00699,52,Other,North,Student,High,740,06-01-2022,Agent,14,9,iOS,2,1,45097.23731,2,0,3,0,Silver,Auto,0,39.63129386,0.801632409,Bad,0
CUST00700,53,Female,East,Self-employed,Medium,545,07-12-2014,Online,19,4,Web,0,1,37056.8324,0,1,5,0,Platinum,Auto,3,57.26311627,0.000528108,Good,0
CUST00701,27,Other,North,Self-employed,Medium,345,11-06-2018,Online,10,8,Android,0,1,44647.68195,1,1,2,0,Silver,Manual,3,91.24205813,1.093246041,Neutral,0
CUST00702,47,Male,South,Self-employed,High,374,22-07-2011,Branch,14,7,Android,0,1,38516.88761,2,0,2,0,Platinum,Auto,4,48.24138025,0.60520485,Bad,0
CUST00703,58,Male,North,Salaried,Medium,448,07-02-2014,Agent,17,10,Web,2,1,65506.69706,3,0,3,1,Platinum,Auto,2,109.6323769,0.493196121,Good,0
CUST00704,55,Other,South,,Medium,705,15-01-2020,Branch,12,9,Web,2,1,,0,0,1,0,Gold,Manual,3,219.2625602,0.925938971,Neutral,0
CUST00705,46,Male,East,Student,Medium,302,25-12-2020,Online,6,4,iOS,0,1,47709.60387,1,0,1,0,Platinum,Manual,4,3.309280932,0.380416584,Bad,1
CUST00706,69,Male,West,,Medium,308,15-10-2014,Branch,13,8,iOS,4,1,38698.62695,0,1,0,0,Gold,Auto,,10.01659395,0.594897626,Neutral,0
CUST00707,60,Other,East,Salaried,Low,813,17-07-2020,Branch,11,9,Android,6,1,65153.84411,1,1,1,0,Basic,Manual,1,41.43066211,0.430012204,Bad,1
CUST00708,56,Male,North,Salaried,Medium,537,29-04-2014,Agent,11,10,iOS,1,1,57880.8341,2,1,0,0,Platinum,Auto,2,23.04611963,0.608303207,Bad,0
CUST00709,67,Other,North,Salaried,High,839,14-07-2012,Online,10,6,Android,1,1,51497.54589,0,2,3,0,Basic,Manual,2,51.27359275,0.387013424,Good,0
CUST00710,21,Other,East,Student,Medium,589,05-12-2020,Online,18,8,Android,3,1,47197.9884,0,0,0,0,Silver,Auto,3,40.52943199,0.293772599,Bad,0
CUST00711,22,Male,East,Self-employed,High,480,01-11-2021,Branch,23,5,Android,3,1,35910.5707,0,0,0,0,Silver,Auto,,41.94188014,0.664942803,Good,0
